Name,Age,Years of Experience,salary
CULLEY,21,3,25000
COWGILL,22,4,25000
CARDOSO,21,3,25000
CARDINALE,22,4,25000
BRODSKY,22,4,25000
BROADBENT,21,3,25000
BRIMMER,21,3,25000
BRICENO,22,4,25000
BRANSCUM,22,4,25000
BOLYARD,22,4,25000
BOLEY,22,4,25000
BENNINGTON,21,3,25000
BEADLE,21,3,25000
BAUR,22,4,25000
BALLENTINE,22,4,25000
AZURE,22,4,25000
AULTMAN,21,3,25000
AUGUSTUS,22,4,25000
ASUNCION,21,3,25000
ARCINIEGA,21,3,25000
AGUILA,22,4,25000
ACEVES,21,3,25000
YEPEZ,22,4,25000
YAP,22,4,25000
WOODRUM,22,4,25000
WETHINGTON,22,4,25000
WEISSMAN,21,3,25000
VELOZ,22,4,25000
TRUSTY,21,3,25000
TROUP,21,3,25000
TRAMMEL,21,3,25000
THEODORE,21,3,25000
TARPLEY,22,4,25000
STIVERS,21,3,25000
STECK,21,3,25000
SPRAYBERRY,22,4,25000
SPRAGGINS,22,4,25000
SPITLER,22,4,25000
SPIERS,21,3,25000
SOHN,21,3,25000
SEAGRAVES,22,4,25000
SCHIFFMAN,22,4,25000
RUDNICK,22,4,25000
RIZO,22,4,25000
RICCIO,21,3,25000
RENNIE,21,3,25000
QUINTON,22,4,25000
QUACKENBUSH,22,4,25000
PUMA,22,4,25000
PLOTT,22,4,25000
PEARCY,22,4,25000
PARADA,22,4,25000
PAIZ,21,3,25000
MUNFORD,22,4,25000
MOSKOWITZ,22,4,25000
MEASE,21,3,25000
MCNARY,21,3,25000
MCCUSKER,22,4,25000
MATT,21,3,25000
LOZOYA,21,3,25000
LONGMIRE,22,4,25000
LOESCH,22,4,25000
LASKY,21,3,25000
KUHLMANN,21,3,25000
KRIEG,21,3,25000
KOZIOL,22,4,25000
KOWALEWSKI,21,3,25000
KONRAD,21,3,25000
KINDLE,21,3,25000
JOWERS,22,4,25000
JOLIN,21,3,25000
JACO,21,3,25000
HUA,22,4,25000
HORGAN,21,3,25000
HINE,21,3,25000
HILEMAN,21,3,25000
HEPNER,22,4,25000
HEISE,21,3,25000
HEADY,22,4,25000
HAWKINSON,21,3,25000
HANNIGAN,22,4,25000
HABERMAN,22,4,25000
GUILFORD,22,4,25000
GRIMALDI,21,3,25000
GILLES,22,4,25000
GARTON,21,3,25000
GAGLIANO,21,3,25000
FRUGE,22,4,25000
FOLLETT,22,4,25000
FISCUS,22,4,25000
FERRETTI,21,3,25000
EBNER,22,4,25000
EASTERDAY,22,4,25000
EANES,22,4,25000
DIRKS,21,3,25000
DIMARCO,22,4,25000
DEPALMA,22,4,25000
DEFOREST,21,3,25000
DANCE,21,3,25000
CRUCE,22,4,25000
CRAIGHEAD,22,4,25000
CHRISTNER,21,3,25000
CANDLER,22,4,25000
CADWELL,22,4,25000
BURCHELL,21,3,25000
BUETTNER,21,3,25000
BRINTON,21,3,25000
BREED,22,4,25000
BRAZIER,21,3,25000
BRANNEN,21,3,25000
BRAME,21,3,25000
BOVA,22,4,25000
BOMAR,21,3,25000
BLAKESLEE,21,3,25000
BELKNAP,22,4,25000
BANGS,21,3,25000
BALZER,22,4,25000
ATHEY,21,3,25000
ARMES,22,4,25000
ALVIS,22,4,25000
ALVERSON,21,3,25000
ALVARDO,21,3,25000
ALTER,22,4,25000
ZHAO,22,4,25000
YEUNG,22,4,25000
YEN,21,3,25000
WHEELOCK,21,3,25000
WESTLUND,22,4,25000
WESSELS,22,4,25000
VOLKMAN,21,3,25000
THREADGILL,22,4,25000
THELEN,21,3,25000
TANDY,22,4,25000
TAGUE,21,3,25000
TA,22,4,25000
SYMONS,22,4,25000
SWINFORD,21,3,25000
STURTEVANT,21,3,25000
STRAKA,21,3,25000
STIER,21,3,25000
STAGNER,21,3,25000
SEGARRA,21,3,25000
SEAWRIGHT,21,3,25000
SACK,21,3,25000
RUTAN,22,4,25000
ROUX,22,4,25000
RINGLER,21,3,25000
RIKER,21,3,25000
RAMSDELL,22,4,25000
QUATTLEBAUM,22,4,25000
PURIFOY,21,3,25000
POULSON,22,4,25000
PERMENTER,21,3,25000
PELOQUIN,22,4,25000
PASLEY,21,3,25000
PAGEL,22,4,25000
OSMAN,22,4,25000
OBANNON,21,3,25000
NYGAARD,21,3,25000
NIPPER,22,4,25000
NEWCOMER,21,3,25000
MUNOS,21,3,25000
MOTTA,21,3,25000
MEADORS,21,3,25000
MCQUISTON,21,3,25000
MCNIEL,21,3,25000
MCMANN,21,3,25000
MCCRAE,21,3,25000
MAYNE,22,4,25000
MATTE,22,4,25000
MARTINE,22,4,25000
LUCY,22,4,25000
LEGAULT,21,3,25000
LECHNER,21,3,25000
LACK,22,4,25000
KUCERA,22,4,25000
KROHN,22,4,25000
KRATZER,21,3,25000
KOOPMAN,22,4,25000
JUDSON,22,4,25000
JESKE,21,3,25000
HORROCKS,22,4,25000
HOMES,22,4,25000
HOCK,21,3,25000
HIBBLER,21,3,25000
HESSON,21,3,25000
HERSH,22,4,25000
HARVIN,22,4,25000
HALVORSEN,22,4,25000
GRINER,21,3,25000
GRINDLE,22,4,25000
GLEN,22,4,25000
GLADSTONE,22,4,25000
GAROFALO,21,3,25000
FRAMPTON,21,3,25000
FORBIS,21,3,25000
FERNANDO,21,3,25000
EDDINGTON,22,4,25000
DIORIO,22,4,25000
DINGUS,22,4,25000
DEWAR,21,3,25000
DESALVO,22,4,25000
CURCIO,21,3,25000
CREASY,21,3,25000
CORTESE,22,4,25000
CORDOBA,21,3,25000
CONNALLY,21,3,25000
CLUFF,22,4,25000
CASCIO,21,3,25000
CAPUANO,21,3,25000
CANADAY,21,3,25000
CALABRO,22,4,25000
BUSSARD,22,4,25000
BRAYTON,21,3,25000
BORJA,22,4,25000
BIGLEY,22,4,25000
ARNONE,21,3,25000
ARGUELLES,21,3,25000
ACUFF,21,3,25000
ZAMARRIPA,22,4,25000
WOOTON,22,4,25000
WOLFGANG,21,3,25000
WIDNER,21,3,25000
WIDEMAN,21,3,25000
THREATT,21,3,25000
THIELE,22,4,25000
TEMPLIN,22,4,25000
TEETERS,21,3,25000
SYNDER,22,4,25000
SWINT,21,3,25000
SWICK,22,4,25000
STURGES,22,4,25000
STOGNER,22,4,25000
STEDMAN,21,3,25000
SPRATT,21,3,25000
SIX,21,3,25000
SIEGFRIED,22,4,25000
SHETLER,22,4,25000
SCULL,22,4,25000
SAVINO,21,3,25000
SATHER,21,3,25000
ROTHWELL,22,4,25000
ROOK,21,3,25000
RONE,21,3,25000
ROLF,21,3,25000
RHEE,21,3,25000
QUEVEDO,22,4,25000
PRIVETT,22,4,25000
POULIOT,22,4,25000
POCHE,21,3,25000
PICKEL,21,3,25000
PETRILLO,21,3,25000
PELLEGRINI,22,4,25000
PEASLEE,21,3,25000
PARTLOW,25,7,80000
OTEY,26,8,80000
NUNNERY,24,6,80000
MORELOCK,25,7,80000
MORELLO,26,8,80000
MEUNIER,26,8,80000
MESSINGER,26,8,80000
MCKIE,26,8,80000
MCCUBBIN,24,6,80000
MCCARRON,26,8,80000
MARIA,26,8,80000
LERCH,26,8,80000
LAVINE,26,8,80000
LAVERTY,26,8,80000
LARIVIERE,26,8,80000
LAMKIN,25,7,80000
KUGLER,26,8,80000
KROL,24,6,80000
KISSEL,26,8,80000
KEETER,26,8,80000
HUMMER,24,6,80000
HUBBLE,24,6,80000
HICKOX,24,6,80000
HETZEL,25,7,80000
HAYNER,25,7,80000
HAGY,25,7,80000
HADLOCK,26,8,80000
GROH,26,8,80000
GREGORIO,26,8,80000
GOTTSCHALK,26,8,80000
GOODSELL,25,7,80000
GLORIA,25,7,80000
GERRY,25,7,80000
GASSAWAY,26,8,80000
GARRARD,25,7,80000
GALLIGAN,26,8,80000
FYE,26,8,80000
FIRTH,26,8,80000
FENDERSON,26,8,80000
FEINSTEIN,26,8,80000
ETIENNE,24,6,80000
ENGLEMAN,24,6,80000
EMRICK,25,7,80000
ELLENDER,26,8,80000
DREWS,26,8,80000
DOIRON,25,7,80000
DEGRAW,26,8,80000
DEEGAN,25,7,80000
DART,25,7,80000
CRISSMAN,24,6,80000
CORR,26,8,80000
COOKSON,24,6,80000
COIL,26,8,80000
CLEAVES,26,8,80000
CHAREST,24,6,80000
CHAPPLE,26,8,80000
CHAPARRO,25,7,80000
CASTANO,25,7,80000
CARPIO,26,8,80000
BYER,25,7,80000
BUFFORD,22,4,25000
BRIDGEWATER,21,3,25000
BRIDGERS,22,4,25000
BRANDES,21,3,25000
BORRERO,21,3,25000
BONANNO,22,4,25000
AUBE,21,3,25000
ANCHETA,22,4,25000
ABARCA,21,3,25000
ABAD,22,4,25000
YUNG,21,3,25000
YIM,21,3,25000
WOOSTER,22,4,25000
WOODROW,22,4,25000
WIMBUSH,21,3,25000
WILLHITE,22,4,25000
WILLAMS,21,3,25000
WIGLEY,21,3,25000
WEISBERG,21,3,25000
WARDLAW,22,4,25000
VIGUE,21,3,25000
VANHOOK,22,4,25000
UNKNOW,21,3,25000
TORRE,21,3,25000
TASKER,21,3,25000
TARBOX,22,4,25000
STRACHAN,21,3,25000
STANDARD,21,3,25000
SLOVER,21,3,25000
SHAMBLIN,22,4,25000
SEMPLE,22,4,25000
SCHUYLER,21,3,25000
SCHRIMSHER,21,3,25000
SAYER,21,3,25000
SALZMAN,22,4,25000
SALOMON,22,4,25000
RUBALCAVA,22,4,25000
RILES,22,4,25000
RICKEY,21,3,25000
RENEAU,22,4,25000
REICHEL,22,4,25000
RAYFIELD,22,4,25000
RABON,22,4,25000
PYATT,21,3,25000
PRINDLE,22,4,25000
POSS,22,4,25000
POLITO,22,4,25000
PLEMMONS,21,3,25000
PESCE,22,4,25000
PERRAULT,22,4,25000
PEREYRA,21,3,25000
OSTROWSKI,22,4,25000
NILSEN,22,4,25000
NIEMEYER,22,4,25000
NICK,21,3,25000
MUNSEY,21,3,25000
MUNDELL,21,3,25000
MONCADA,21,3,25000
MICELI,22,4,25000
MEADER,22,4,25000
MCMASTERS,21,3,25000
MCKEEHAN,22,4,25000
MATSUMOTO,22,4,25000
MARRON,22,4,25000
MARDEN,21,3,25000
LIZARRAGA,22,4,25000
LINGENFELTER,21,3,25000
LEWALLEN,22,4,25000
LAURENCE,22,4,25000
LANGAN,21,3,25000
LAMANNA,21,3,25000
KOVAC,21,3,25000
KINSLER,21,3,25000
KEPHART,22,4,25000
KEOWN,22,4,25000
KASS,21,3,25000
KAMMERER,22,4,25000
JEFFREYS,21,3,25000
HYSELL,21,3,25000
HOUSEHOLDER,21,3,25000
HOSMER,21,3,25000
HARDNETT,22,4,25000
HANNER,22,4,25000
GUYETTE,21,3,25000
GREENING,28,10,80000
GLAZER,21,3,25000
GINDER,22,4,25000
FROMM,21,3,25000
FORTUNA,22,4,25000
FLUELLEN,22,4,25000
FINKLE,21,3,25000
FEY,21,3,25000
FESSLER,22,4,25000
ESSARY,22,4,25000
EISELE,22,4,25000
DUREN,21,3,25000
DITTMER,22,4,25000
CROCHET,21,3,25000
COSENTINO,21,3,25000
COGAN,22,4,25000
COELHO,22,4,25000
CAVIN,21,3,25000
CARRIZALES,22,4,25000
CAMPUZANO,22,4,25000
BROUGH,22,4,25000
BOW,21,3,25000
BOPP,22,4,25000
BOOKMAN,21,3,25000
BOBB,21,3,25000
BLOUIN,22,4,25000
BEESLEY,21,3,25000
BATTISTA,21,3,25000
BASCOM,21,3,25000
BAKKEN,21,3,25000
BADGETT,22,4,25000
ARNESON,22,4,25000
ANSELMO,22,4,25000
ALBINO,21,3,25000
AHUMADA,22,4,25000
AGUSTIN,21,3,25000
WOODYARD,22,4,25000
WOLTERS,21,3,25000
WIREMAN,22,4,25000
WILTON,22,4,25000
WILLISON,22,4,25000
WARMAN,22,4,25000
WAN,21,3,25000
WALDRUP,22,4,25000
VOWELL,22,4,25000
VANTASSEL,22,4,25000
VALE,21,3,25000
TWOMBLY,21,3,25000
TOOMER,22,4,25000
TENNISON,21,3,25000
TEETS,21,3,25000
TEDESCHI,21,3,25000
SWANNER,21,3,25000
SWALLOW,22,4,25000
STUTZ,21,3,25000
STELLY,22,4,25000
SHEEHY,24,6,80000
SCHERMERHORN,24,6,80000
SCALA,22,4,25000
SANDIDGE,24,6,80000
SALTERS,24,6,80000
SALO,24,6,80000
SAECHAO,24,6,80000
ROSEBORO,24,6,80000
ROLLE,20,2,25000
RESSLER,21,3,25000
RENZ,23,5,80000
RENN,22,4,25000
REDFORD,23,5,80000
RAPOSA,23,5,80000
RAINBOLT,22,4,25000
POMPEY,24,6,80000
PELFREY,22,4,25000
ORNDORFF,24,6,80000
ONEY,22,4,25000
NOLIN,23,5,80000
NIMMONS,22,4,25000
NEY,23,5,80000
NARDONE,23,5,80000
MYHRE,20,2,25000
MORMAN,24,6,80000
MINES,24,6,80000
MENJIVAR,20,2,25000
MCGLONE,24,6,80000
MCCAMMON,22,4,25000
MAXON,20,2,25000
MARIS,23,5,80000
MARCIANO,23,5,80000
MANUS,22,4,25000
MAIDEN,22,4,25000
LOWRANCE,23,5,80000
LORENZEN,22,4,25000
LONERGAN,20,2,25000
LOLLIS,20,2,25000
LITTLES,21,3,25000
LINDAHL,23,5,80000
LANSING,21,3,25000
LAMAS,21,3,25000
LACH,20,2,25000
KUSTER,23,5,80000
KRAWCZYK,21,3,25000
KNUTH,24,6,80000
KNECHT,21,3,25000
KIRKENDALL,21,3,25000
KEITT,22,4,25000
KEEVER,20,2,25000
KANTOR,21,3,25000
JARBOE,20,2,25000
HOYE,23,5,80000
HOUCHENS,22,4,25000
HOLTER,21,3,25000
HOLSINGER,21,3,25000
HICKOK,24,6,80000
HERB,23,5,80000
HELWIG,22,4,25000
HELGESON,20,2,25000
HEATER,24,6,80000
HASSETT,21,3,25000
HARNER,23,5,80000
HAMMAN,23,5,80000
HAMES,23,5,80000
HADFIELD,22,4,25000
GOREE,24,6,80000
GOLDFARB,21,3,25000
GAUGHAN,22,4,25000
GAUDREAU,22,4,25000
GANTZ,23,5,80000
GALLION,20,2,25000
FRADY,22,4,25000
FOTI,20,2,25000
FLESHER,23,5,80000
FERRIN,21,3,25000
FAUGHT,24,6,80000
ENGRAM,21,3,25000
ELBERT,21,3,25000
DONEGAN,20,2,25000
DESOUZA,23,5,80000
DEGROOT,20,2,25000
CUTRIGHT,21,3,25000
CROWL,23,5,80000
CRINER,24,6,80000
COKE,22,4,25000
COAN,24,6,80000
CLINKSCALES,23,5,80000
CHEWNING,23,5,80000
CHAVIRA,23,5,80000
CATCHINGS,22,4,25000
CARLOCK,24,6,80000
BYE,22,4,25000
BULGER,24,6,80000
BUENROSTRO,20,2,25000
BRAMBLETT,20,2,25000
BRACK,24,6,80000
BOULWARE,24,6,80000
BORDEAUX,21,3,25000
BOOKOUT,23,5,80000
BITNER,21,3,25000
BIRT,23,5,80000
BARANOWSKI,20,2,25000
BAISDEN,24,6,80000
AUGUSTIN,24,6,80000
ALLMON,20,2,25000
ALBERTO,23,5,80000
ACKLIN,24,6,80000
YOAKUM,20,2,25000
WILBOURN,23,5,80000
WHISLER,22,4,25000
WEINBERGER,24,6,80000
WASHER,23,5,80000
VASQUES,21,3,25000
VANZANDT,23,5,80000
VANATTA,21,3,25000
TROXLER,24,6,80000
TOMES,24,6,80000
TINDLE,22,4,25000
TIMS,21,3,25000
THROCKMORTON,23,5,80000
THACH,22,4,25000
STPETER,24,6,80000
STLAURENT,20,2,25000
STENSON,22,4,25000
SPRY,21,3,25000
SPITZ,20,2,25000
SONGER,21,3,25000
SNAVELY,22,4,25000
SLY,24,6,80000
SLEEPER,21,3,25000
SHROYER,23,5,80000
SHORTRIDGE,21,3,25000
SHENK,20,2,25000
SEVIER,24,6,80000
SEABROOK,20,2,25000
SCRIVNER,23,5,80000
SALTZMAN,22,4,25000
ROSENBERRY,22,4,25000
ROCKWOOD,23,5,80000
ROBESON,23,5,80000
ROAN,23,5,80000
REISER,20,2,25000
REDWINE,24,6,80000
RAMIRES,20,2,25000
RABER,22,4,25000
PROFIT,20,2,25000
POSNER,23,5,80000
POPHAM,21,3,25000
PIPES,24,6,80000
PIOTROWSKI,21,3,25000
PINARD,22,4,25000
PETERKIN,24,6,80000
PELHAM,20,2,25000
PEIFFER,24,6,80000
PEAY,22,4,25000
PEAVEY,23,5,80000
NADLER,21,3,25000
MUSSO,22,4,25000
MILO,21,3,25000
MILLETT,23,5,80000
MESTAS,21,3,25000
MCGOWEN,21,3,25000
MARQUES,20,2,25000
MARASCO,21,3,25000
MANRIQUEZ,22,4,25000
MANOS,24,6,80000
MAIR,20,2,25000
LIPPS,21,3,25000
LESSER,21,3,25000
LEIKER,21,3,25000
LEEDS,21,3,25000
KRUMM,21,3,25000
KNORR,23,5,80000
KINSLOW,21,3,25000
KESSEL,24,6,80000
KENDRICKS,23,5,80000
KELM,23,5,80000
ITO,23,5,80000
IRICK,22,4,25000
ICKES,21,3,25000
HURLBURT,24,6,80000
HORTA,24,6,80000
HOEKSTRA,22,4,25000
HEUER,20,2,25000
HELMUTH,20,2,25000
HEATHERLY,21,3,25000
HAMPSON,22,4,25000
HAGAR,24,6,80000
HAGA,21,3,25000
GREENLAW,24,6,80000
GRAU,22,4,25000
GODBEY,24,6,80000
GINGRAS,22,4,25000
GILLIES,21,3,25000
GIBB,20,2,25000
GAYDEN,22,4,25000
GAUVIN,21,3,25000
GARROW,22,4,25000
FONTANEZ,23,5,80000
FLORIO,23,5,80000
FLEISCHMAN,22,4,25000
FINKE,20,2,25000
FASANO,20,2,25000
FAN,24,6,80000
FAITH,24,6,80000
EZZELL,22,4,25000
EWERS,23,5,80000
EVELAND,22,4,25000
ECKENRODE,21,3,25000
DUCLOS,22,4,25000
DRUMM,24,6,80000
DIMMICK,23,5,80000
DELANCEY,23,5,80000
DEFAZIO,22,4,25000
DEACON,20,2,25000
DASHIELL,23,5,80000
DAMIAN,23,5,80000
CUSACK,21,3,25000
CROWTHER,24,6,80000
CRIGGER,23,5,80000
CRAY,24,6,80000
COOLIDGE,22,4,25000
COLDIRON,22,4,25000
CLELAND,21,3,25000
CHALFANT,21,3,25000
CASSEL,20,2,25000
CAPE,22,4,25000
CAMIRE,23,5,80000
CABRALES,22,4,25000
BROOMFIELD,23,5,80000
BRITTINGHAM,22,4,25000
BRISSON,21,3,25000
BRICKEY,21,3,25000
BRAZIEL,20,2,25000
BRAZELL,24,6,80000
BRAGDON,23,5,80000
BOULANGER,21,3,25000
BOS,21,3,25000
BOMAN,20,2,25000
BOHANNAN,21,3,25000
BEEM,23,5,80000
BARTO,21,3,25000
BARRE,22,4,25000
BARLEY,20,2,25000
BAPTIST,24,6,80000
AZAR,24,6,80000
ASHBAUGH,22,4,25000
ARMISTEAD,22,4,25000
ALMAZAN,23,5,80000
ADAMSKI,22,4,25000
ZENDEJAS,24,6,80000
WINBURN,20,2,25000
WILLAIMS,24,6,80000
WILHOIT,21,3,25000
WESTBERRY,23,5,80000
WENTZEL,23,5,80000
WENDLING,23,5,80000
WAGER,21,3,25000
VISSER,22,4,25000
VANSCOY,21,3,25000
VANKIRK,22,4,25000
VALLEE,22,4,25000
TWEEDY,23,5,80000
THORNBERRY,23,5,80000
SWEENY,21,3,25000
STALKER,21,3,25000
SPRADLING,23,5,80000
SPANO,20,2,25000
SMELSER,21,3,25000
SHIM,21,3,25000
SECHRIST,23,5,80000
SCHALL,20,2,25000
SCAIFE,21,3,25000
RUGG,20,2,25000
RUBEN,22,4,25000
ROTHROCK,21,3,25000
ROESLER,24,6,80000
RIEHL,20,2,25000
RIDINGS,23,5,80000
RENDER,22,4,25000
RANSDELL,20,2,25000
RADKE,20,2,25000
PINERO,24,6,80000
PETREE,22,4,25000
PENDERGAST,20,2,25000
PELUSO,21,3,25000
PECORARO,22,4,25000
PASCOE,22,4,25000
PANEK,22,4,25000
OSHIRO,24,6,80000
NOON,22,4,25000
NAVARRETTE,23,5,80000
MURGUIA,23,5,80000
MOORES,22,4,25000
MOBERG,23,5,80000
MIKE,24,6,80000
MICHAELIS,24,6,80000
MCWHIRTER,22,4,25000
MCSWEENEY,24,6,80000
MCQUADE,21,3,25000
MCCAY,24,6,80000
MAUK,21,3,25000
MARIANI,24,6,80000
MARCEAU,24,6,80000
MANDEVILLE,21,3,25000
MAEDA,24,6,80000
LUNDE,20,2,25000
LUDLOW,20,2,25000
LOEB,24,6,80000
LINDO,21,3,25000
LINDERMAN,22,4,25000
LEVEILLE,23,5,80000
LEITH,21,3,25000
LAROCK,23,5,80000
LAMBRECHT,23,5,80000
KULP,22,4,25000
KINSLEY,24,6,80000
KIMBERLIN,22,4,25000
KESTERSON,24,6,80000
JACINTO,21,3,25000
ICE,22,4,25000
HUI,22,4,25000
HOYOS,22,4,25000
HELFRICH,24,6,80000
HANKE,24,6,80000
HAIL,23,5,80000
GUILLERMO,22,4,25000
GRISBY,20,2,25000
GOYETTE,21,3,25000
GOUVEIA,20,2,25000
GLAZIER,22,4,25000
GILE,21,3,25000
GERENA,23,5,80000
GELINAS,20,2,25000
GASAWAY,22,4,25000
GARDEN,20,2,25000
FUNCHES,21,3,25000
FUJIMOTO,22,4,25000
FLYNT,21,3,25000
FENSKE,23,5,80000
FELLERS,21,3,25000
FEHR,21,3,25000
ESLINGER,20,2,25000
ESCALERA,21,3,25000
ENCISO,24,6,80000
DULEY,21,3,25000
DITTMAN,22,4,25000
DINEEN,24,6,80000
DILLER,22,4,25000
DEVAULT,21,3,25000
DAO,23,5,80000
COLLINGS,24,6,80000
CLYMER,22,4,25000
CLOWERS,21,3,25000
CHAVERS,21,3,25000
CHARLAND,23,5,80000
CASTORENA,20,2,25000
CASTELLO,23,5,80000
CAMARGO,23,5,80000
BUNCE,21,3,25000
BULLEN,21,3,25000
BOYES,22,4,25000
BORCHERS,24,6,80000
BORCHARDT,21,3,25000
BIRNBAUM,21,3,25000
BIRDSALL,21,3,25000
BILLMAN,20,2,25000
BENITES,24,6,80000
BANKHEAD,20,2,25000
ANGE,20,2,25000
AMMERMAN,20,2,25000
ADKISON,24,6,80000
YUAN,22,4,25000
WINEGAR,23,5,80000
WICKMAN,20,2,25000
WEAR,22,4,25000
WARR,21,3,25000
WARNKE,21,3,25000
VILLENEUVE,22,4,25000
VEASEY,22,4,25000
VASSALLO,22,4,25000
VANNATTA,22,4,25000
VADNAIS,21,3,25000
TWILLEY,22,4,25000
TRUELOVE,23,5,80000
TOWERY,24,6,80000
TOMBLIN,24,6,80000
TIPPETT,21,3,25000
THEISS,22,4,25000
TALKINGTON,20,2,25000
TALAMANTES,23,5,80000
SWART,21,3,25000
SWANGER,21,3,25000
STREIT,21,3,25000
STRAW,23,5,80000
STINES,22,4,25000
STABLER,23,5,80000
SPURLING,23,5,80000
SOBEL,20,2,25000
SINE,20,2,25000
SIMMERS,22,4,25000
SHIPPY,22,4,25000
SHIFLETT,21,3,25000
SHEARIN,20,2,25000
SAUTER,20,2,25000
SANDERLIN,21,3,25000
RUSCH,19,1,25000
RUNKLE,19,1,25000
RUCKMAN,21,3,25000
RORIE,19,1,25000
ROESCH,20,2,25000
ROBERTO,19,1,25000
RICHERT,21,3,25000
REHM,21,3,25000
RANDEL,22,4,25000
RAGIN,20,2,25000
QUESENBERRY,22,4,25000
PUENTES,21,3,25000
PLYLER,22,4,25000
PLOTKIN,21,3,25000
PAUGH,20,2,25000
OSHAUGHNESSY,22,4,25000
OHALLORAN,22,4,25000
NORSWORTHY,21,3,25000
NIEMANN,22,4,25000
NADER,22,4,25000
MOOREFIELD,19,1,25000
MOONEYHAM,22,4,25000
MODICA,22,4,25000
MIYAMOTO,21,3,25000
MICKEL,22,4,25000
MEBANE,21,3,25000
MCKINNIE,20,2,25000
MAZUREK,19,1,25000
MANCILLA,21,3,25000
LUKAS,21,3,25000
LOVINS,19,1,25000
LOUGHLIN,22,4,25000
LOTZ,21,3,25000
LINDSLEY,19,1,25000
LIDDLE,19,1,25000
LEVAN,21,3,25000
LEDERMAN,20,2,25000
LECLAIRE,20,2,25000
LASSETER,22,4,25000
LAPOINT,22,4,25000
LAMOREAUX,20,2,25000
LAFOLLETTE,20,2,25000
KUBIAK,22,4,25000
KIRTLEY,22,4,25000
KEFFER,19,1,25000
KACZMAREK,22,4,25000
JENNETTE,22,4,25000
HOUSMAN,20,2,25000
HONEY,20,2,25000
HIERS,20,2,25000
HIBBERT,22,4,25000
HERROD,20,2,25000
HEGARTY,19,1,25000
HATHORN,21,3,25000
HARSH,19,1,25000
GREENHAW,22,4,25000
GRAFTON,19,1,25000
GOVEA,19,1,25000
GARDENER,21,3,25000
FUTCH,19,1,25000
FURST,22,4,25000
FRISBEE,20,2,25000
FRED,22,4,25000
FRANKO,21,3,25000
FORCIER,20,2,25000
FORAN,19,1,25000
FLICKINGER,20,2,25000
FAIRFIELD,21,3,25000
EURE,22,4,25000
EMRICH,20,2,25000
EMBREY,19,1,25000
EDGINGTON,21,3,25000
ECKLUND,20,2,25000
ECKARD,21,3,25000
DURANTE,20,2,25000
DEYO,21,3,25000
DELVECCHIO,20,2,25000
DEEDS,21,3,25000
DADE,22,4,25000
CURREY,19,1,25000
CUFF,19,1,25000
CRESWELL,21,3,25000
COTTRILL,21,3,25000
CASAVANT,19,1,25000
CARTIER,22,4,25000
CARGILE,20,2,25000
CAPEL,22,4,25000
CAMMACK,21,3,25000
CALFEE,19,1,25000
BUZZARD,20,2,25000
BURSE,22,4,25000
BURRUSS,20,2,25000
BRUST,19,1,25000
BROUSSEAU,21,3,25000
BRIDWELL,19,1,25000
BRAATEN,21,3,25000
BORKHOLDER,19,1,25000
BLOOMQUIST,19,1,25000
BJORK,22,4,25000
BARTELT,21,3,25000
ARP,19,1,25000
AMBURGEY,19,1,25000
YEARY,19,1,25000
YAO,20,2,25000
WHITEFIELD,21,3,25000
VINYARD,20,2,25000
VICENTE,22,4,25000
VANVALKENBURG,19,1,25000
TWITCHELL,20,2,25000
TIMMINS,22,4,25000
TESTER,22,4,25000
TAPPER,21,3,25000
STRINGHAM,20,2,25000
STARCHER,20,2,25000
SPOTTS,21,3,25000
SLAUGH,21,3,25000
SIMONSEN,19,1,25000
SHEFFER,19,1,25000
SEQUEIRA,19,1,25000
ROSATI,22,4,25000
RODE,22,4,25000
RHYMES,22,4,25000
REZA,22,4,25000
RECORD,19,1,25000
QUINT,20,2,25000
POLLAK,22,4,25000
PEIRCE,21,3,25000
PATILLO,22,4,25000
PARKERSON,20,2,25000
PAIVA,20,2,25000
NILSON,20,2,25000
NICE,21,3,25000
NEVIN,20,2,25000
NARCISSE,20,2,25000
NAIR,19,1,25000
MITTON,19,1,25000
MERRIAM,22,4,25000
MERCED,22,4,25000
MEINERS,19,1,25000
MCKAIN,22,4,25000
MCELVEEN,20,2,25000
MCBETH,21,3,25000
MARSDEN,20,2,25000
MAREZ,22,4,25000
MANKE,19,1,25000
MAHURIN,22,4,25000
MABREY,19,1,25000
LUPER,19,1,25000
KRULL,21,3,25000
KEES,21,3,25000
ILES,21,3,25000
HUNSICKER,19,1,25000
HORNBUCKLE,21,3,25000
HOLTZCLAW,20,2,25000
HIRT,20,2,25000
HINNANT,20,2,25000
HESTON,21,3,25000
HERING,22,4,25000
HEMENWAY,21,3,25000
HEGWOOD,21,3,25000
HEARNS,20,2,25000
HALTERMAN,21,3,25000
HALLS,22,4,25000
GUITERREZ,21,3,25000
GROTE,21,3,25000
GRANILLO,19,1,25000
GRAINGER,20,2,25000
GLASCO,19,1,25000
GILDER,19,1,25000
GARREN,21,3,25000
GARLOCK,21,3,25000
GAREY,22,4,25000
FU,20,2,25000
FRYAR,19,1,25000
FREDRICKS,20,2,25000
FRAIZER,19,1,25000
FOXX,19,1,25000
FOSHEE,21,3,25000
FERREL,22,4,25000
FELTY,22,4,25000
FEATHERS,21,3,25000
EVERITT,21,3,25000
